vary_bloc,lam_value,cost_mult,success_rate,mean_coord_time,fm_US,fm_CN
US,2.9835239978521724,0.6077534157070039,1.0,3.38,0.21333333333333335,0.20666666666666667
US,0.8210235203846932,0.6202398746563829,0.9533333333333334,4.0,0.2733333333333333,0.05333333333333334
US,3.9300951284396737,0.9502727709501879,0.92,3.601449275362319,0.006666666666666667,0.3466666666666667
US,3.2442833191949276,1.1636900105293324,0.7,3.638095238095238,0.0,0.21333333333333335
US,2.5034460248552306,0.5741563055980596,0.98,3.4625850340136055,0.22666666666666666,0.14666666666666667
US,3.8110855874533325,0.7616111590176615,0.9533333333333334,3.4405594405594404,0.06,0.18666666666666668
US,2.5230602553263974,1.2397311335068795,0.38,3.4210526315789473,0.013333333333333334,0.20666666666666667
US,2.772316043358581,1.5287132916346224,0.0,,0.0,0.0
US,1.019536464720203,1.0100232861363305,0.8066666666666666,4.1735537190082646,0.21333333333333335,0.05333333333333334
US,1.9141203675926808,0.9690024753791419,0.92,3.681159420289855,0.1,0.14
US,0.9172613416921062,0.5609135318473184,0.9733333333333334,3.76027397260274,0.32666666666666666,0.07333333333333333
US,1.4732644102344008,0.7656455245129976,0.8866666666666667,3.7518796992481205,0.18,0.08
US,1.9976612478847249,1.133185056443954,0.68,3.872549019607843,0.03333333333333333,0.12666666666666668
US,2.7212019109639205,0.8941730759026845,0.92,3.9347826086956523,0.04666666666666667,0.22
US,1.93074088300044,0.6611542320363544,0.9933333333333333,3.5167785234899327,0.24,0.09333333333333334
US,2.559071869431529,0.7804490935806856,0.9733333333333334,3.636986301369863,0.14,0.18
US,0.626209419970773,0.9020800529882326,0.7933333333333333,4.235294117647059,0.20666666666666667,0.05333333333333334
US,2.159464362815596,0.6707114418450533,0.9666666666666667,3.5724137931034483,0.21333333333333335,0.16
US,2.503602765927405,1.0789262805183053,0.7933333333333333,3.831932773109244,0.02666666666666667,0.21333333333333335
US,2.9570076338863,1.177538178641452,0.7066666666666667,3.80188679245283,0.02,0.23333333333333334
US,2.7835156978236104,0.7794569821888517,0.9733333333333334,3.547945205479452,0.11333333333333333,0.18
US,3.2560127769508385,1.0589732603196156,0.8733333333333333,3.633587786259542,0.02,0.31333333333333335
US,2.0099636831296155,1.1512149771292686,0.62,3.7419354838709675,0.04,0.12666666666666668
US,1.76230067057589,1.01528709352811,0.78,3.7094017094017095,0.09333333333333334,0.16
US,3.078469909687771,1.4636834640684495,0.0,,0.0,0.0
US,3.7237001905331706,1.0043595102197191,0.94,3.6382978723404253,0.02,0.36
US,2.320962901591992,1.3598444929166038,0.05333333333333334,4.125,0.006666666666666667,0.0
US,1.6005774211047044,1.4048588348140822,0.06666666666666667,4.7,0.0,0.0
US,2.229495762810982,0.5390280692023222,0.9866666666666667,3.222972972972973,0.34,0.17333333333333334
US,0.7522070147553029,1.410391853247356,0.44,3.984848484848485,0.18,0.013333333333333334
US,0.6944877091740727,0.7367337233603872,0.8666666666666667,4.084615384615384,0.20666666666666667,0.05333333333333334
US,1.6694551417554104,0.6075933342299126,0.9933333333333333,3.610738255033557,0.2733333333333333,0.12666666666666668
US,1.5986267943069623,1.2912310800701028,0.2,3.966666666666667,0.05333333333333334,0.013333333333333334
US,0.5513899524602477,1.392608109424824,0.5266666666666666,4.506329113924051,0.10666666666666667,0.0
US,3.4979180825109535,0.8467138878298579,0.9866666666666667,3.554054054054054,0.04,0.21333333333333335
US,1.0376451467122219,1.121008489534097,0.6466666666666666,4.154639175257732,0.12666666666666668,0.05333333333333334
US,0.9188539455271302,0.8379032332939031,0.8733333333333333,4.106870229007634,0.16666666666666666,0.06666666666666667
US,3.8545021331534035,1.5945573671003648,0.0,,0.0,0.0
US,3.2023671197410497,0.7731538119049195,0.9866666666666667,3.6216216216216215,0.06,0.14666666666666667
US,2.9068276720813238,1.2464876385808155,0.4066666666666667,3.6885245901639343,0.0,0.22
US,1.8574459330727742,1.1690663615033914,0.54,3.814814814814815,0.06666666666666667,0.12666666666666668
US,0.5375467574148669,0.6508691903226898,0.9133333333333333,3.781021897810219,0.3333333333333333,0.05333333333333334
US,2.337809060385414,0.5965015651099551,0.98,3.442176870748299,0.28,0.18
US,1.0806740375678676,1.4035651486602858,0.26666666666666666,4.125,0.08666666666666667,0.0
US,3.9619655093926194,1.067163313634138,0.8733333333333333,3.6946564885496183,0.006666666666666667,0.3
US,3.436744058085997,1.5883859971915273,0.0,,0.0,0.0
US,0.9955856099907114,0.9378947359052214,0.8466666666666667,4.094488188976378,0.16666666666666666,0.03333333333333333
US,1.8740045054467196,0.4960591403754221,0.9866666666666667,3.1554054054054053,0.31333333333333335,0.16666666666666666
US,3.1436556047816056,0.9205348327871117,0.9733333333333334,3.664383561643836,0.06666666666666667,0.22
US,2.1426442696664045,0.5808075685758882,0.9733333333333334,3.404109589041096,0.23333333333333334,0.11333333333333333
US,1.1332432828080385,1.4885243465874582,0.13333333333333333,4.2,0.03333333333333333,0.006666666666666667
US,0.6562718114099761,0.6794227419324476,0.9066666666666666,3.7426470588235294,0.32666666666666666,0.09333333333333334
US,1.5222076561008493,0.9882370508819038,0.8933333333333333,3.9477611940298507,0.14,0.14
US,2.552558105551786,0.9919479710208,0.8733333333333333,3.954198473282443,0.04,0.22666666666666666
US,0.7944036709490871,0.6924009448668563,0.8733333333333333,3.9923664122137406,0.24666666666666667,0.07333333333333333
US,3.452559346668894,1.1651064405741511,0.76,3.8947368421052633,0.02,0.22666666666666666
US,2.7720216754699605,1.2042439064216262,0.5533333333333333,3.7590361445783134,0.006666666666666667,0.26
US,3.170160566638352,0.4697301780657368,1.0,3.1066666666666665,0.37333333333333335,0.19333333333333333
US,1.7831293472641434,1.0474329223140146,0.7333333333333333,3.7818181818181817,0.04,0.1
US,1.684597691540641,1.4133746479446239,0.04,4.333333333333333,0.013333333333333334,0.0
US,2.189003780055529,1.322353107351255,0.04,4.333333333333333,0.013333333333333334,0.02
US,3.482054309084092,1.0057497794841979,0.92,3.760869565217391,0.02666666666666667,0.32
